Tipo de dato:,Media diaria,,,,
Estación:,Cotos [001004],,,,
Unidades:,hPa,,,,
Variables:,PSURF,,,,
Fecha,Media,Máxima,Mínima,Validación,Muestras Validadas
2016-01-15,821.94,825.19,818.69,V,1
2016-01-16,825.54,826.69,824.39,V,1
2016-01-17,823.14,825.99,820.29,V,1
2016-01-18,817.54,820.29,814.79,V,1
2016-01-19,817.04,817.89,816.19,V,1
2016-01-20,817.14,819.29,814.99,V,1
2016-01-21,822.44,825.89,818.99,V,1
2016-01-22,829.09,832.49,825.69,V,1
2016-01-23,832.74,833.99,831.49,V,1
2016-01-24,831.89,833.29,830.49,V,1
2016-01-25,830.04,830.69,829.39,V,1
2016-01-26,829.84,830.69,828.99,V,1
2016-01-27,827.79,829.19,826.39,V,1
2016-01-28,826.39,828.09,824.69,V,1
2016-01-29,829.24,830.79,827.69,V,1
2016-01-30,830.89,832.49,829.29,V,1
2016-01-31,831.94,833.89,829.99,V,1
2016-02-01,832.34,833.89,830.79,V,1
2016-02-02,829.04,830.79,827.29,V,1
2016-02-03,829.39,831.79,826.99,V,1
2016-02-04,830.54,832.19,828.89,V,1
2016-02-05,825.94,828.89,822.99,V,1
2016-02-06,817.69,822.99,812.39,V,1
2016-02-07,817.69,823.29,812.09,V,1
2016-02-08,824.59,826.29,822.89,V,1
2016-02-09,820.79,824.29,817.29,V,1
2016-02-10,816.39,817.69,815.09,V,1
2016-02-11,815.64,817.19,814.09,V,1
2016-02-12,814.44,816.29,812.59,V,1
2016-02-13,811.19,814.09,808.29,V,1
2016-02-14,805.34,808.29,802.39,V,1
2016-02-15,813.99,820.19,807.79,V,1
2016-02-16,821.44,822.79,820.09,V,1
2016-02-17,818.44,821.49,815.39,V,1
2016-02-18,816.89,819.69,814.09,V,1
2016-02-19,822.44,825.29,819.59,V,1
2016-02-20,826.94,828.79,825.09,V,1
2016-02-21,825.44,827.99,822.89,V,1
2016-02-22,821.84,823.49,820.19,V,1
2016-02-23,824.34,825.69,822.99,V,1
2016-02-24,818.99,823.49,814.49,V,1
2016-02-25,816.54,818.79,814.29,V,1
2016-02-26,806.99,816.89,797.09,V,1
2016-02-27,798.39,801.29,795.49,V,1
2016-02-28,807.14,813.09,801.19,V,1
2016-02-29,818.49,824.19,812.79,V,1
2016-03-01,825.69,827.19,824.19,V,1
2016-03-02,823.49,826.69,820.29,V,1
2016-03-03,818.99,820.29,817.69,V,1
2016-03-04,811.64,817.69,805.59,V,1
2016-03-05,808.29,810.59,805.99,V,1
2016-03-06,812.24,813.99,810.49,V,1
2016-03-07,809.29,813.69,804.89,V,1
2016-03-08,816.64,819.89,813.39,V,1
2016-03-09,816.04,819.69,812.39,V,1
2016-03-10,814.94,818.39,811.49,V,1
2016-03-11,818.99,820.79,817.19,V,1
2016-03-12,820.19,821.09,819.29,V,1
2016-03-13,818.39,820.49,816.29,V,1
2016-03-14,815.59,816.99,814.19,V,1
2016-03-15,817.89,819.09,816.69,V,1
2016-03-16,817.94,818.89,816.99,V,1
2016-03-17,817.39,817.99,816.79,V,1
2016-03-18,815.89,817.69,814.09,V,1
2016-03-19,812.79,814.09,811.49,V,1
2016-03-20,813.24,814.19,812.29,V,1
2016-03-21,812.24,813.79,810.69,V,1
2016-03-22,810.29,811.19,809.39,V,1
2016-03-23,811.94,814.99,808.89,V,1
2016-03-24,818.94,823.09,814.79,V,1
2016-03-25,823.84,825.39,822.29,V,1
2016-03-26,822.14,824.89,819.39,V,1
2016-03-27,819.39,820.29,818.49,V,1
2016-03-28,818.94,820.09,817.79,V,1
2016-03-29,818.69,819.99,817.39,V,1
2016-03-30,813.69,817.49,809.89,V,1
2016-03-31,812.39,817.69,807.09,V,1
2016-04-01,815.94,817.49,814.39,V,1
2016-04-02,812.99,814.39,811.59,V,1
2016-04-03,812.24,813.29,811.19,V,1
2016-04-04,808.19,812.49,803.89,V,1
2016-04-05,811.34,816.89,805.79,V,1
2016-04-06,817.79,819.49,816.09,V,1
2016-04-07,817.94,819.69,816.19,V,1
2016-04-08,815.84,817.39,814.29,V,1
2016-04-09,813.84,816.89,810.79,V,1
2016-04-10,808.29,810.79,805.79,V,1
2016-04-11,809.54,812.09,806.99,V,1
2016-04-12,811.79,812.69,810.89,V,1
2016-04-13,814.44,816.99,811.89,V,1
2016-04-14,816.84,817.39,816.29,V,1
2016-04-15,815.89,817.39,814.39,V,1
2016-04-16,813.29,814.79,811.79,V,1
2016-04-17,816.79,819.59,813.99,V,1
2016-04-18,819.29,820.49,818.09,V,1
2016-04-19,817.84,819.49,816.19,V,1
2016-04-20,816.64,818.89,814.39,V,1
2016-04-21,820.74,822.79,818.69,V,1
2016-04-22,821.09,822.29,819.89,V,1
2016-04-23,818.99,820.49,817.49,V,1
2016-04-24,819.29,820.19,818.39,V,1
2016-04-25,818.99,819.89,818.09,V,1
2016-04-26,817.04,818.09,815.99,V,1
2016-04-27,814.89,815.99,813.79,V,1
2016-04-28,815.74,818.29,813.19,V,1
2016-04-29,818.34,819.39,817.29,V,1
2016-04-30,821.89,824.89,818.89,V,1
2016-05-01,825.19,826.29,824.09,V,1
2016-05-02,824.84,826.09,823.59,V,1
2016-05-03,825.19,826.19,824.19,V,1
2016-05-04,822.59,824.19,820.99,V,1
2016-05-05,817.94,820.99,814.89,V,1
2016-05-06,813.19,814.89,811.49,V,1
2016-05-07,808.59,811.59,805.59,V,1
2016-05-08,804.24,806.09,802.39,V,1
2016-05-09,808.69,811.79,805.59,V,1
2016-05-10,809.39,811.49,807.29,V,1
2016-05-11,809.19,809.79,808.59,V,1
2016-05-12,810.19,811.99,808.39,V,1
2016-05-13,814.89,818.39,811.39,V,1
2016-05-14,820.54,822.99,818.09,V,1
2016-05-15,823.69,825.19,822.19,V,1
2016-05-16,824.89,825.49,824.29,V,1
2016-05-17,822.54,824.29,820.79,V,1
2016-05-18,820.89,822.19,819.59,V,1
2016-05-19,823.84,826.49,821.19,V,1
2016-05-20,825.39,826.49,824.29,V,1
2016-05-21,821.74,824.29,819.19,V,1
2016-05-22,820.89,824.29,817.49,V,1
2016-05-23,822.99,824.69,821.29,V,1
2016-05-24,818.39,821.29,815.49,V,1
2016-05-25,815.59,817.29,813.89,V,1
2016-05-26,817.14,818.59,815.69,V,1
2016-05-27,818.94,820.49,817.39,V,1
2016-05-28,818.64,819.79,817.49,V,1
2016-05-29,819.74,821.29,818.19,V,1
2016-05-30,821.39,823.09,819.69,V,1
2016-05-31,824.19,825.99,822.39,V,1
2016-06-01,823.94,825.39,822.49,V,1
2016-06-02,821.04,822.49,819.59,V,1
2016-06-03,818.64,819.59,817.69,V,1
2016-06-04,820.34,822.59,818.09,V,1
2016-06-05,822.39,823.49,821.29,V,1
2016-06-06,824.29,826.59,821.99,V,1
2016-06-07,827.39,828.89,825.89,V,1
2016-06-08,827.49,828.29,826.69,V,1
2016-06-09,823.79,826.89,820.69,V,1
2016-06-10,819.84,820.69,818.99,V,1
2016-06-11,821.49,823.59,819.39,V,1
2016-06-12,823.84,824.99,822.69,V,1
2016-06-13,822.04,823.69,820.39,V,1
2016-06-14,817.29,820.39,814.19,V,1
2016-06-15,812.04,814.19,809.89,V,1
2016-06-16,813.99,817.89,810.09,V,1
2016-06-17,820.44,823.49,817.39,V,1
2016-06-18,826.29,829.59,822.99,V,1
2016-06-19,829.39,830.09,828.69,V,1
2016-06-20,828.89,829.59,828.19,V,1
2016-06-21,828.24,829.09,827.39,V,1
2016-06-22,826.19,827.39,824.99,V,1
2016-06-23,826.34,828.29,824.39,V,1
2016-06-24,825.99,827.59,824.39,V,1
2016-06-25,823.44,824.49,822.39,V,1
2016-06-26,824.24,826.69,821.79,V,1
2016-06-27,827.14,827.99,826.29,V,1
2016-06-28,825.89,827.39,824.39,V,1
2016-06-29,823.39,824.49,822.29,V,1
2016-06-30,824.04,825.39,822.69,V,1
2016-07-01,825.44,826.79,824.09,V,1
2016-07-02,826.84,828.19,825.49,V,1
2016-07-03,827.29,828.19,826.39,V,1
2016-07-04,825.69,826.69,824.69,V,1
2016-07-05,827.39,829.59,825.19,V,1
2016-07-06,827.59,829.59,825.59,V,1
2016-07-07,827.09,828.29,825.89,V,1
2016-07-08,828.39,829.99,826.79,V,1
2016-07-09,828.19,829.59,826.79,V,1
2016-07-10,825.94,826.79,825.09,V,1
2016-07-11,824.34,825.29,823.39,V,1
2016-07-12,823.44,824.79,822.09,V,1
2016-07-13,825.74,827.69,823.79,V,1
2016-07-14,827.34,828.39,826.29,V,1
2016-07-15,827.29,827.89,826.69,V,1
2016-07-16,827.14,827.69,826.59,V,1
2016-07-17,826.94,827.69,826.19,V,1
2016-07-18,827.14,827.99,826.29,V,1
2016-07-19,826.64,827.89,825.39,V,1
2016-07-20,825.89,826.79,824.99,V,1
2016-07-21,824.49,825.79,823.19,V,1
2016-07-22,823.94,826.19,821.69,V,1
2016-07-23,826.24,827.49,824.99,V,1
2016-07-24,826.69,827.69,825.69,V,1
2016-07-25,827.49,828.39,826.59,V,1
2016-07-26,827.69,828.49,826.89,V,1
2016-07-27,826.89,827.49,826.29,V,1
2016-07-28,826.79,827.59,825.99,V,1
2016-07-29,825.39,826.19,824.59,V,1
2016-07-30,824.74,825.49,823.99,V,1
2016-07-31,824.94,826.59,823.29,V,1
2016-08-01,826.99,828.09,825.89,V,1
2016-08-02,827.84,828.49,827.19,V,1
2016-08-03,825.84,827.19,824.49,V,1
2016-08-04,824.79,825.69,823.89,V,1
2016-08-05,827.79,830.19,825.39,V,1
2016-08-06,830.74,832.09,829.39,V,1
2016-08-07,831.24,831.79,830.69,V,1
2016-08-08,829.99,831.19,828.79,V,1
2016-08-09,826.84,828.79,824.89,V,1
2016-08-10,825.59,826.99,824.19,V,1
2016-08-11,827.74,829.19,826.29,V,1
2016-08-12,829.64,830.69,828.59,V,1
2016-08-13,829.29,829.99,828.59,V,1
2016-08-14,827.99,828.99,826.99,V,1
2016-08-15,826.29,827.49,825.09,V,1
2016-08-16,824.49,825.59,823.39,V,1
2016-08-17,823.09,824.09,822.09,V,1
2016-08-18,821.79,822.59,820.99,V,1
2016-08-19,822.04,823.39,820.69,V,1
2016-08-20,824.49,827.29,821.69,V,1
2016-08-21,828.79,830.49,827.09,V,1
2016-08-22,830.39,831.19,829.59,V,1
2016-08-23,829.74,830.89,828.59,V,1
2016-08-24,826.94,828.59,825.29,V,1
2016-08-25,824.69,825.29,824.09,V,1
2016-08-26,825.34,826.59,824.09,V,1
2016-08-27,827.09,828.29,825.89,V,1
2016-08-28,827.89,828.89,826.89,V,1
2016-08-29,827.49,828.49,826.49,V,1
2016-08-30,825.64,826.49,824.79,V,1
2016-08-31,826.44,828.19,824.69,V,1
2016-09-01,829.29,830.59,827.99,V,1
2016-09-02,829.39,830.19,828.59,V,1
2016-09-03,829.24,830.09,828.39,V,1
2016-09-04,830.39,831.69,829.09,V,1
2016-09-05,831.74,832.59,830.89,V,1
2016-09-06,829.64,831.39,827.89,V,1
2016-09-07,826.09,827.89,824.29,V,1
2016-09-08,823.69,824.49,822.89,V,1
2016-09-09,823.69,824.99,822.39,V,1
2016-09-10,824.74,825.69,823.79,V,1
2016-09-11,824.74,825.39,824.09,V,1
2016-09-12,822.74,824.49,820.99,V,1
2016-09-13,818.94,820.99,816.89,V,1
2016-09-14,817.94,819.19,816.69,V,1
2016-09-15,819.39,821.49,817.29,V,1
2016-09-16,824.79,828.09,821.49,V,1
2016-09-17,826.44,827.79,825.09,V,1
2016-09-18,824.94,825.99,823.89,V,1
2016-09-19,824.09,825.69,822.49,V,1
2016-09-20,821.89,822.79,820.99,V,1
2016-09-21,822.89,824.29,821.49,V,1
2016-09-22,824.84,826.69,822.99,V,1
2016-09-23,827.29,828.49,826.09,V,1
2016-09-24,826.44,827.69,825.19,V,1
2016-09-25,825.39,826.49,824.29,V,1
2016-09-26,826.34,828.29,824.39,V,1
2016-09-27,829.59,831.19,827.99,V,1
2016-09-28,830.64,831.59,829.69,V,1
2016-09-29,828.44,830.99,825.89,V,1
2016-09-30,823.44,825.89,820.99,V,1
2016-10-01,820.34,820.99,819.69,V,1
2016-10-02,821.74,823.89,819.59,V,1
2016-10-03,824.89,826.29,823.49,V,1
2016-10-04,826.14,826.99,825.29,V,1
2016-10-05,822.99,825.29,820.69,V,1
2016-10-06,819.74,821.29,818.19,V,1
2016-10-07,821.39,823.59,819.19,V,1
2016-10-08,823.34,824.09,822.59,V,1
2016-10-09,823.14,823.79,822.49,V,1
2016-10-10,822.39,823.49,821.29,V,1
2016-10-11,817.94,821.29,814.59,V,1
2016-10-12,810.79,814.59,806.99,V,1
2016-10-13,807.44,809.09,805.79,V,1
2016-10-14,812.54,816.09,808.99,V,1
2016-10-15,818.19,820.69,815.69,V,1
2016-10-16,822.04,824.29,819.79,V,1
2016-10-17,825.74,827.89,823.59,V,1
2016-10-18,827.79,828.59,826.99,V,1
2016-10-19,824.44,827.09,821.79,V,1
2016-10-20,820.09,821.79,818.39,V,1
2016-10-21,817.14,818.59,815.69,V,1
2016-10-22,812.74,815.69,809.79,V,1
2016-10-23,810.59,812.89,808.29,V,1
2016-10-24,815.34,819.09,811.59,V,1
2016-10-25,822.54,826.39,818.69,V,1
2016-10-26,828.64,830.99,826.29,V,1
2016-10-27,831.49,832.59,830.39,V,1
2016-10-28,833.04,834.09,831.99,V,1
2016-10-29,831.14,832.99,829.29,V,1
2016-10-30,827.69,829.29,826.09,V,1
2016-10-31,825.84,826.69,824.99,V,1
2016-11-01,825.94,826.69,825.19,V,1
2016-11-02,824.89,826.19,823.59,V,1
2016-11-03,822.59,823.59,821.59,V,1
2016-11-04,819.44,822.59,816.29,V,1
2016-11-05,813.09,816.39,809.79,V,1
2016-11-06,812.14,813.49,810.79,V,1
2016-11-07,813.19,815.39,810.99,V,1
2016-11-08,818.24,821.49,814.99,V,1
2016-11-09,821.24,823.29,819.19,V,1
2016-11-10,824.24,825.79,822.69,V,1
2016-11-11,824.99,825.59,824.39,V,1
2016-11-12,823.94,824.69,823.19,V,1
2016-11-13,825.44,826.69,824.19,V,1
2016-11-14,826.04,826.99,825.09,V,1
2016-11-15,827.29,828.49,826.09,V,1
2016-11-16,826.69,827.89,825.49,V,1
2016-11-17,823.09,825.49,820.69,V,1
2016-11-18,819.09,820.69,817.49,V,1
2016-11-19,816.39,818.19,814.59,V,1
2016-11-20,810.64,814.69,806.59,V,1
2016-11-21,806.19,808.29,804.09,V,1
2016-11-22,806.84,807.79,805.89,V,1
2016-11-23,806.54,807.99,805.09,V,1
2016-11-24,808.99,810.59,807.39,V,1
2016-11-25,809.89,810.49,809.29,V,1
2016-11-26,808.64,809.79,807.49,V,1
2016-11-27,810.34,812.19,808.49,V,1
2016-11-28,814.44,817.19,811.69,V,1
2016-11-29,820.29,823.49,817.09,V,1
2016-11-30,824.64,826.29,822.99,V,1
2016-12-01,824.24,825.79,822.69,V,1
2016-12-02,819.54,822.69,816.39,V,1
2016-12-03,814.24,816.39,812.09,V,1
2016-12-04,814.54,816.89,812.19,V,1
2016-12-05,820.79,824.79,816.79,V,1
2016-12-06,826.99,829.29,824.69,V,1
2016-12-07,829.34,830.59,828.09,V,1
2016-12-08,830.44,831.29,829.59,V,1
2016-12-09,830.39,831.39,829.39,V,1
2016-12-10,828.49,829.39,827.59,V,1
2016-12-11,826.54,827.69,825.39,V,1
2016-12-12,824.39,825.39,823.39,V,1
2016-12-13,822.49,823.69,821.29,V,1
2016-12-14,819.94,821.29,818.59,V,1
2016-12-15,818.99,821.39,816.59,V,1
2016-12-16,818.69,823.59,813.79,V,1
2016-12-17,826.34,829.09,823.59,V,1
2016-12-18,824.64,828.59,820.69,V,1
2016-12-19,817.94,820.69,815.19,V,1
2016-12-20,819.79,823.19,816.39,V,1
2016-12-21,825.99,828.89,823.09,V,1
2016-12-22,831.19,833.49,828.89,V,1
2016-12-23,833.84,834.59,833.09,V,1
2016-12-24,834.49,835.39,833.59,V,1
2016-12-25,833.44,834.89,831.99,V,1
2016-12-26,831.34,832.19,830.49,V,1
2016-12-27,831.64,832.89,830.39,V,1
2016-12-28,833.24,834.09,832.39,V,1
2016-12-29,832.54,833.19,831.89,V,1
2016-12-30,831.94,833.39,830.49,V,1
2016-12-31,828.69,830.49,826.89,V,1
2017-01-01,822.69,826.89,818.49,V,1
2017-01-02,820.14,822.49,817.79,V,1
2017-01-03,823.94,826.19,821.69,V,1
2017-01-04,825.99,826.69,825.29,V,1
2017-01-05,825.19,825.89,824.49,V,1
2017-01-06,826.24,827.19,825.29,V,1
2017-01-07,827.34,828.19,826.49,V,1
2017-01-08,827.14,828.19,826.09,V,1
2017-01-09,824.99,826.39,823.59,V,1
2017-01-10,820.64,823.59,817.69,V,1
2017-01-11,823.39,827.39,819.39,V,1
2017-01-12,824.04,826.99,821.09,V,1
2017-01-13,820.09,821.49,818.69,V,1
2017-01-14,822.64,823.99,821.29,V,1
2017-01-15,824.34,825.39,823.29,V,1
2017-01-16,822.89,825.09,820.69,V,1
2017-01-17,817.94,820.69,815.19,V,1
2017-01-18,815.04,816.09,813.99,V,1
2017-01-19,815.59,816.79,814.39,V,1
2017-01-20,814.99,816.79,813.19,V,1
2017-01-21,817.04,818.19,815.89,V,1
2017-01-22,816.74,817.99,815.49,V,1
2017-01-23,818.64,820.69,816.59,V,1
2017-01-24,821.34,822.79,819.89,V,1
2017-01-25,819.09,821.99,816.19,V,1
2017-01-26,812.74,816.19,809.29,V,1
2017-01-27,810.64,814.29,806.99,V,1
2017-01-28,818.64,822.99,814.29,V,1
2017-01-29,823.19,824.19,822.19,V,1
2017-01-30,821.39,823.99,818.79,V,1
2017-01-31,817.84,818.79,816.89,V,1
2017-02-01,817.39,818.89,815.89,V,1
2017-02-02,814.24,816.79,811.69,V,1
2017-02-03,814.99,816.39,813.59,V,1
2017-02-04,815.29,817.19,813.39,V,1
2017-02-05,817.59,823.79,811.39,V,1
2017-02-06,824.44,826.09,822.79,V,1
2017-02-07,823.29,825.39,821.19,V,1
2017-02-08,822.89,824.29,821.49,V,1
2017-02-09,817.19,822.79,811.59,V,1
2017-02-10,810.39,811.59,809.19,V,1
2017-02-11,808.69,811.69,805.69,V,1
2017-02-12,804.09,805.69,802.49,V,1
2017-02-13,809.39,816.59,802.19,V,1
2017-02-14,821.24,825.99,816.49,V,1
2017-02-15,827.39,828.89,825.89,V,1
2017-02-16,828.34,829.09,827.59,V,1
2017-02-17,826.24,827.99,824.49,V,1
2017-02-18,821.44,824.59,818.29,V,1
2017-02-19,821.79,825.09,818.49,V,1
2017-02-20,824.34,824.99,823.69,V,1
2017-02-21,823.84,824.69,822.99,V,1
2017-02-22,822.54,823.59,821.49,V,1
2017-02-23,819.09,821.59,816.59,V,1
2017-02-24,818.04,820.19,815.89,V,1
2017-02-25,821.14,822.89,819.39,V,1
2017-02-26,821.29,822.79,819.79,V,1
2017-02-27,817.59,819.79,815.39,V,1
2017-02-28,816.49,818.99,813.99,V,1
2017-03-01,820.24,821.89,818.59,V,1
2017-03-02,818.79,821.39,816.19,V,1
2017-03-03,809.39,816.19,802.59,V,1
2017-03-04,809.34,813.99,804.69,V,1
2017-03-05,818.19,822.79,813.59,V,1
2017-03-06,824.54,827.09,821.99,V,1
2017-03-07,827.24,828.99,825.49,V,1
2017-03-08,829.49,830.99,827.99,V,1
2017-03-09,830.39,831.29,829.49,V,1
2017-03-10,827.69,829.49,825.89,V,1
2017-03-11,823.99,826.09,821.89,V,1
2017-03-12,819.79,822.19,817.39,V,1
2017-03-13,820.84,824.49,817.19,V,1
2017-03-14,825.64,827.99,823.29,V,1
2017-03-15,825.54,827.89,823.19,V,1
2017-03-16,822.34,823.19,821.49,V,1
2017-03-17,822.54,823.99,821.09,V,1
2017-03-18,823.84,824.79,822.89,V,1
2017-03-19,822.19,824.19,820.19,V,1
2017-03-20,819.49,820.19,818.79,V,1
2017-03-21,818.29,819.49,817.09,V,1
2017-03-22,813.59,817.79,809.39,V,1
2017-03-23,809.39,810.79,807.99,V,1
2017-03-24,811.69,813.79,809.59,V,1
2017-03-25,812.74,813.79,811.69,V,1
2017-03-26,813.49,814.79,812.19,V,1
2017-03-27,818.19,823.89,812.49,V,1
2017-03-28,826.04,828.39,823.69,V,1
2017-03-29,827.44,828.29,826.59,V,1
2017-03-30,825.24,826.79,823.69,V,1
2017-03-31,822.14,823.69,820.59,V,1
2017-04-01,820.89,822.19,819.59,V,1
2017-04-02,821.99,823.09,820.89,V,1
2017-04-03,823.79,825.49,822.09,V,1
2017-04-04,824.59,825.59,823.59,V,1
2017-04-05,822.44,823.59,821.29,V,1
2017-04-06,821.99,822.79,821.19,V,1
2017-04-07,821.89,823.29,820.49,V,1
2017-04-08,823.34,824.29,822.39,V,1
2017-04-09,824.84,826.59,823.09,V,1
2017-04-10,826.64,827.59,825.69,V,1
2017-04-11,825.99,827.19,824.79,V,1
2017-04-12,824.59,825.49,823.69,V,1
2017-04-13,823.49,824.39,822.59,V,1
2017-04-14,822.89,823.69,822.09,V,1
2017-04-15,823.49,824.99,821.99,V,1
2017-04-16,824.54,825.39,823.69,V,1
2017-04-17,822.69,823.69,821.69,V,1
2017-04-18,821.19,822.29,820.09,V,1
2017-04-19,820.39,821.09,819.69,V,1
2017-04-20,821.49,823.29,819.69,V,1
2017-04-21,823.99,825.69,822.29,V,1
2017-04-22,823.99,825.39,822.59,V,1
2017-04-23,821.59,822.59,820.59,V,1
2017-04-24,819.24,820.79,817.69,V,1
2017-04-25,814.94,817.69,812.19,V,1
2017-04-26,811.39,812.39,810.39,V,1
2017-04-27,813.49,815.89,811.09,V,1
2017-04-28,815.19,815.89,814.49,V,1
2017-04-29,813.69,814.49,812.89,V,1
2017-04-30,813.69,816.09,811.29,V,1
2017-05-01,819.54,822.99,816.09,V,1
2017-05-02,822.04,822.79,821.29,V,1
2017-05-03,820.04,821.29,818.79,V,1
2017-05-04,817.04,818.79,815.29,V,1
2017-05-05,814.49,816.09,812.89,V,1
2017-05-06,820.09,824.09,816.09,V,1
2017-05-07,823.99,825.09,822.89,V,1
2017-05-08,822.04,824.29,819.79,V,1
2017-05-09,815.99,819.79,812.19,V,1
2017-05-10,808.59,812.29,804.89,V,1
2017-05-11,806.49,809.29,803.69,V,1
2017-05-12,812.79,817.09,808.49,V,1
2017-05-13,820.34,824.09,816.59,V,1
2017-05-14,826.84,829.99,823.69,V,1
2017-05-15,830.24,831.29,829.19,V,1
2017-05-16,829.24,830.59,827.89,V,1
2017-05-17,824.29,827.89,820.69,V,1
2017-05-18,819.19,821.29,817.09,V,1
2017-05-19,822.49,824.59,820.39,V,1
2017-05-20,825.14,826.39,823.89,V,1
2017-05-21,823.59,825.89,821.29,V,1
2017-05-22,822.84,824.39,821.29,V,1
2017-05-23,825.24,826.49,823.99,V,1
2017-05-24,825.49,826.39,824.59,V,1
2017-05-25,823.29,824.79,821.79,V,1
2017-05-26,821.39,822.49,820.29,V,1
2017-05-27,822.29,823.39,821.19,V,1
2017-05-28,822.14,822.89,821.39,V,1
2017-05-29,820.89,821.59,820.19,V,1
2017-05-30,821.99,823.49,820.49,V,1
2017-05-31,824.09,825.39,822.79,V,1
2017-06-01,825.04,825.79,824.29,V,1
2017-06-02,823.59,824.79,822.39,V,1
2017-06-03,821.99,822.89,821.09,V,1
2017-06-04,820.99,822.49,819.49,V,1
2017-06-05,821.44,822.29,820.59,V,1
2017-06-06,822.29,824.79,819.79,V,1
2017-06-07,825.39,826.39,824.39,V,1
2017-06-08,823.54,825.09,821.99,V,1
2017-06-09,823.19,825.09,821.29,V,1
2017-06-10,825.34,826.29,824.39,V,1
2017-06-11,825.84,826.69,824.99,V,1
2017-06-12,824.99,826.39,823.59,V,1
2017-06-13,822.79,823.59,821.99,V,1
2017-06-14,824.39,825.99,822.79,V,1
2017-06-15,827.44,829.69,825.19,V,1
2017-06-16,829.39,830.29,828.49,V,1
2017-06-17,827.79,829.69,825.89,V,1
2017-06-18,824.94,825.99,823.89,V,1
2017-06-19,826.59,828.19,824.99,V,1
2017-06-20,826.84,827.89,825.79,V,1
2017-06-21,826.24,826.99,825.49,V,1
2017-06-22,827.74,829.19,826.29,V,1
2017-06-23,829.09,829.89,828.29,V,1
2017-06-24,827.74,829.49,825.99,V,1
2017-06-25,823.14,825.99,820.29,V,1
2017-06-26,819.49,820.39,818.59,V,1
2017-06-27,818.24,819.39,817.09,V,1
2017-06-28,817.09,818.29,815.89,V,1
2017-06-29,817.39,818.89,815.89,V,1
2017-06-30,821.14,824.39,817.89,V,1
2017-07-01,826.09,828.59,823.59,V,1
2017-07-02,828.84,829.99,827.69,V,1
2017-07-03,828.29,829.69,826.89,V,1
2017-07-04,825.29,826.89,823.69,V,1
2017-07-05,823.29,824.19,822.39,V,1
2017-07-06,823.89,825.19,822.59,V,1
2017-07-07,822.69,824.19,821.19,V,1
2017-07-08,822.09,823.19,820.99,V,1
2017-07-09,823.04,823.99,822.09,V,1
2017-07-10,821.84,823.09,820.59,V,1
2017-07-11,824.54,826.79,822.29,V,1
2017-07-12,827.84,829.49,826.19,V,1
2017-07-13,828.44,829.19,827.69,V,1
2017-07-14,827.24,827.89,826.59,V,1
2017-07-15,826.94,827.89,825.99,V,1
2017-07-16,827.34,827.99,826.69,V,1
2017-07-17,825.69,826.89,824.49,V,1
2017-07-18,823.24,824.89,821.59,V,1
2017-07-19,821.84,822.69,820.99,V,1
2017-07-20,821.24,822.59,819.89,V,1
2017-07-21,820.19,821.79,818.59,V,1
2017-07-22,823.14,825.39,820.89,V,1
2017-07-23,825.94,826.89,824.99,V,1
2017-07-24,826.29,827.09,825.49,V,1
2017-07-25,824.59,825.69,823.49,V,1
2017-07-26,824.49,825.49,823.49,V,1
2017-07-27,824.99,825.59,824.39,V,1
2017-07-28,825.79,826.59,824.99,V,1
2017-07-29,825.69,826.39,824.99,V,1
2017-07-30,823.34,825.59,821.09,V,1
2017-07-31,820.24,821.19,819.29,V,1
2017-08-01,822.99,825.99,819.99,V,1
2017-08-02,826.64,827.99,825.29,V,1
2017-08-03,827.39,827.99,826.79,V,1
2017-08-04,827.29,827.99,826.59,V,1
2017-08-05,825.89,827.19,824.59,V,1
2017-08-06,824.44,825.09,823.79,V,1
2017-08-07,822.79,824.19,821.39,V,1
2017-08-08,821.99,823.59,820.39,V,1
2017-08-09,823.54,825.79,821.29,V,1
2017-08-10,826.59,828.29,824.89,V,1
2017-08-11,827.29,827.99,826.59,V,1
2017-08-12,827.44,828.19,826.69,V,1
2017-08-13,825.64,826.69,824.59,V,1
2017-08-14,825.14,825.89,824.39,V,1
2017-08-15,826.19,827.89,824.49,V,1
2017-08-16,827.59,828.69,826.49,V,1
2017-08-17,827.94,828.49,827.39,V,1
2017-08-18,826.89,827.59,826.19,V,1
2017-08-19,826.94,828.29,825.59,V,1
2017-08-20,828.34,829.19,827.49,V,1
2017-08-21,827.49,828.79,826.19,V,1
2017-08-22,826.39,827.29,825.49,V,1
2017-08-23,825.54,826.29,824.79,V,1
2017-08-24,824.84,825.49,824.19,V,1
2017-08-25,824.44,824.99,823.89,V,1
2017-08-26,824.49,825.69,823.29,V,1
2017-08-27,822.89,824.99,820.79,V,1
2017-08-28,821.99,823.09,820.89,V,1
2017-08-29,821.09,822.19,819.99,V,1
2017-08-30,822.59,823.49,821.69,V,1
2017-08-31,824.39,825.29,823.49,V,1
2017-09-01,825.69,826.69,824.69,V,1
2017-09-02,826.79,827.59,825.99,V,1
2017-09-03,824.34,826.29,822.39,V,1
2017-09-04,824.64,827.69,821.59,V,1
2017-09-05,828.74,829.79,827.69,V,1
2017-09-06,828.29,829.59,826.99,V,1
2017-09-07,825.84,826.99,824.69,V,1
2017-09-08,821.99,824.69,819.29,V,1
2017-09-09,816.94,819.29,814.59,V,1
